item_id,current_price,current_week_sales,dept_id,cat_id,state_id,recent_sales_mean,recent_sales_slope,recent_price_mean,store_id,wm_yr_wk,action,delta_pct,reason,confidence,suggested_price,score
FOODS_1_137,2.0,17,FOODS_1,FOODS,CA,25.5,-2.6,2.0,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_136,4.86,0,FOODS_1,FOODS,CA,1.25,-0.5,4.86,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.86,0.0
FOODS_1_135,2.68,7,FOODS_1,FOODS,CA,10.75,-0.9,2.68,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_134,1.98,4,FOODS_1,FOODS,CA,4.5,0.6,1.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_133,3.48,5,FOODS_1,FOODS,CA,3.75,0.1,3.48,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_132,1.96,0,FOODS_1,FOODS,CA,3.5,-2.4,1.9599999999999997,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_131,2.98,3,FOODS_1,FOODS,CA,3.0,-1.2,2.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_130,1.78,0,FOODS_1,FOODS,CA,8.75,-0.7,1.78,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_129,5.74,0,FOODS_1,FOODS,CA,6.25,-2.9,5.74,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.74,0.0
FOODS_1_128,4.27,0,FOODS_1,FOODS,CA,3.5,-0.6,4.27,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.27,0.0
FOODS_1_127,2.12,6,FOODS_1,FOODS,CA,9.0,-0.8,2.12,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.12,0.0
FOODS_1_126,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_125,5.28,0,FOODS_1,FOODS,CA,7.0,-2.4,5.28,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_124,2.24,6,FOODS_1,FOODS,CA,7.0,-1.0,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_155,0.98,2,FOODS_1,FOODS,CA,4.5,-0.8,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_154,1.5,9,FOODS_1,FOODS,CA,33.75,-12.1,1.5,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.5,0.0
FOODS_1_153,1.98,0,FOODS_1,FOODS,CA,5.75,-1.5,1.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_152,8.58,2,FOODS_1,FOODS,CA,4.0,-1.2,8.58,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,8.58,0.0
FOODS_1_151,11.84,0,FOODS_1,FOODS,CA,2.0,-1.2,11.84,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,11.84,0.0
FOODS_1_150,5.28,6,FOODS_1,FOODS,CA,14.5,-5.8,5.28,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_149,0.98,2,FOODS_1,FOODS,CA,5.75,-1.1,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_148,4.84,0,FOODS_1,FOODS,CA,0.5,-0.2,4.839999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.84,0.0
FOODS_1_147,4.84,2,FOODS_1,FOODS,CA,6.25,0.3,4.839999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.84,0.0
FOODS_1_146,2.24,0,FOODS_1,FOODS,CA,3.0,-1.0,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_145,0.98,8,FOODS_1,FOODS,CA,15.0,-4.4,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_144,6.98,3,FOODS_1,FOODS,CA,5.5,-0.6,6.9799999999999995,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,6.98,0.0
FOODS_1_143,2.0,2,FOODS_1,FOODS,CA,7.0,-1.2,2.0,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_142,1.5,7,FOODS_1,FOODS,CA,19.5,-1.6,1.5,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.5,0.0
FOODS_1_141,3.54,0,FOODS_1,FOODS,CA,0.75,0.1,3.54,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_140,6.98,6,FOODS_1,FOODS,CA,5.75,0.9,6.9799999999999995,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,6.98,0.0
FOODS_1_172,1.98,3,FOODS_1,FOODS,CA,5.5,-2.2,1.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_171,4.89,0,FOODS_1,FOODS,CA,1.5,-0.6,4.89,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.89,0.0
FOODS_1_170,5.64,17,FOODS_1,FOODS,CA,50.75,-11.1,5.64,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_169,3.48,1,FOODS_1,FOODS,CA,4.5,-1.0,3.48,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_168,2.24,2,FOODS_1,FOODS,CA,3.5,-1.8,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_167,4.86,3,FOODS_1,FOODS,CA,5.0,-0.2,4.86,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.86,0.0
FOODS_1_166,2.24,10,FOODS_1,FOODS,CA,15.5,-2.4,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_164,5.64,0,FOODS_1,FOODS,CA,0.0,0.0,5.64,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_163,0.98,7,FOODS_1,FOODS,CA,11.0,-3.8,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_162,1.96,26,FOODS_1,FOODS,CA,34.75,-5.5,1.9599999999999997,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_161,0.98,4,FOODS_1,FOODS,CA,33.25,-9.5,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_160,2.24,2,FOODS_1,FOODS,CA,6.25,-0.3,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_159,4.89,0,FOODS_1,FOODS,CA,1.0,-1.2,4.89,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.89,0.0
FOODS_1_158,4.68,2,FOODS_1,FOODS,CA,1.0,0.8,4.68,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.68,0.0
FOODS_1_157,4.89,2,FOODS_1,FOODS,CA,4.5,-1.0,4.89,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.89,0.0
FOODS_1_156,2.24,1,FOODS_1,FOODS,CA,8.75,-2.1,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_188,2.98,5,FOODS_1,FOODS,CA,9.25,-1.3,2.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_187,9.94,3,FOODS_1,FOODS,CA,14.0,-4.8,9.94,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,9.94,0.0
FOODS_1_186,5.98,0,FOODS_1,FOODS,CA,6.25,-4.1,5.9799999999999995,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.98,0.0
FOODS_1_185,2.28,5,FOODS_1,FOODS,CA,4.75,0.5,2.28,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.28,0.0
FOODS_1_184,1.0,4,FOODS_1,FOODS,CA,13.0,-6.8,1.0,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.0,0.0
FOODS_1_183,2.98,8,FOODS_1,FOODS,CA,14.5,-3.6,2.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_182,2.28,0,FOODS_1,FOODS,CA,8.5,-3.6,2.28,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.28,0.0
FOODS_1_181,1.38,2,FOODS_1,FOODS,CA,12.75,-6.5,1.3800000000000001,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,1.38,0.0
FOODS_1_180,9.97,3,FOODS_1,FOODS,CA,6.25,2.5,9.97,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,9.97,0.0
FOODS_1_179,3.58,8,FOODS_1,FOODS,CA,5.0,0.8,3.5800000000000005,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,3.58,0.0
FOODS_1_178,9.98,2,FOODS_1,FOODS,CA,4.25,-1.7,9.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,9.98,0.0
FOODS_1_177,8.98,2,FOODS_1,FOODS,CA,5.5,-0.2,8.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,8.98,0.0
FOODS_1_176,3.48,2,FOODS_1,FOODS,CA,4.25,-0.7,3.48,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_175,2.98,5,FOODS_1,FOODS,CA,7.0,-1.2,2.98,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_174,5.28,1,FOODS_1,FOODS,CA,2.25,-1.5,5.28,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_173,2.0,18,FOODS_1,FOODS,CA,47.5,-10.6,2.0,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_204,0.98,0,FOODS_1,FOODS,CA,6.75,-2.3,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_203,2.24,1,FOODS_1,FOODS,CA,4.25,-2.1,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_202,0.98,5,FOODS_1,FOODS,CA,9.0,2.0,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_201,2.24,0,FOODS_1,FOODS,CA,13.75,-7.3,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_200,0.98,31,FOODS_1,FOODS,CA,29.0,-1.8,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_199,5.64,0,FOODS_1,FOODS,CA,0.75,-0.5,5.64,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_198,2.68,3,FOODS_1,FOODS,CA,7.0,-1.6,2.68,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_197,5.28,0,FOODS_1,FOODS,CA,0.5,-0.2,5.28,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_196,2.0,8,FOODS_1,FOODS,CA,20.75,-6.9,2.0,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_195,2.24,2,FOODS_1,FOODS,CA,3.0,-0.6,2.24,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_194,4.86,7,FOODS_1,FOODS,CA,16.75,-3.9,4.86,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.86,0.0
FOODS_1_193,4.89,0,FOODS_1,FOODS,CA,4.0,-0.4,4.89,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,4.89,0.0
FOODS_1_192,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.045,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_191,5.64,1,FOODS_1,FOODS,CA,7.5,-3.8,5.64,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_190,0.98,1,FOODS_1,FOODS,CA,6.25,-4.1,0.9799999999999999,CA_3,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
HOUSEHOLD_2_516,5.94,1,HOUSEHOLD_2,HOUSEHOLD,CA,1.0,-0.2,5.94,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.94,0.0
FOODS_1_001,2.24,2,FOODS_1,FOODS,CA,1.75,0.3,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_002,9.48,0,FOODS_1,FOODS,CA,0.75,-0.9,9.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,9.48,0.0
FOODS_1_003,3.23,0,FOODS_1,FOODS,CA,1.75,-0.3,3.23,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.23,0.0
FOODS_1_004,1.96,0,FOODS_1,FOODS,CA,0.0,0.0,1.9599999999999997,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_005,3.54,1,FOODS_1,FOODS,CA,6.25,-2.3,3.54,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_006,2.48,1,FOODS_1,FOODS,CA,6.0,-2.8,2.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.48,0.0
FOODS_1_008,3.54,1,FOODS_1,FOODS,CA,1.5,-0.8,3.54,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_009,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
HOUSEHOLD_2_500,5.84,1,HOUSEHOLD_2,HOUSEHOLD,CA,2.25,-0.9,5.839999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.84,0.0
HOUSEHOLD_2_499,1.97,0,HOUSEHOLD_2,HOUSEHOLD,CA,2.75,-1.1,1.97,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.97,0.0
HOUSEHOLD_2_498,2.96,0,HOUSEHOLD_2,HOUSEHOLD,CA,2.0,-0.2,2.96,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.96,0.0
HOUSEHOLD_2_497,6.48,1,HOUSEHOLD_2,HOUSEHOLD,CA,2.25,-0.9,6.4799999999999995,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,6.48,0.0
HOUSEHOLD_2_496,1.48,2,HOUSEHOLD_2,HOUSEHOLD,CA,2.0,0.6,1.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.48,0.0
HOUSEHOLD_2_495,5.84,0,HOUSEHOLD_2,HOUSEHOLD,CA,2.25,-0.7,5.839999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.84,0.0
HOUSEHOLD_2_494,5.94,1,HOUSEHOLD_2,HOUSEHOLD,CA,0.75,0.1,5.94,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.94,0.0
HOUSEHOLD_2_493,1.94,0,HOUSEHOLD_2,HOUSEHOLD,CA,1.0,-0.2,1.94,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.94,0.0
HOUSEHOLD_2_492,5.92,0,HOUSEHOLD_2,HOUSEHOLD,CA,0.0,0.0,5.92,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.92,0.0
HOUSEHOLD_2_491,6.96,0,HOUSEHOLD_2,HOUSEHOLD,CA,1.0,-0.2,6.96,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,6.96,0.0
HOUSEHOLD_2_490,3.48,1,HOUSEHOLD_2,HOUSEHOLD,CA,4.75,-0.9,3.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
HOUSEHOLD_2_489,14.47,1,HOUSEHOLD_2,HOUSEHOLD,CA,0.25,0.3,14.47,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,14.47,0.0
HOUSEHOLD_2_488,4.97,1,HOUSEHOLD_2,HOUSEHOLD,CA,0.75,-0.1,4.97,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,4.97,0.0
HOUSEHOLD_2_487,9.98,1,HOUSEHOLD_2,HOUSEHOLD,CA,0.5,0.4,9.98,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,9.98,0.0
HOUSEHOLD_2_486,5.97,2,HOUSEHOLD_2,HOUSEHOLD,CA,3.0,-0.6,5.97,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.97,0.0
HOUSEHOLD_2_485,6.97,0,HOUSEHOLD_2,HOUSEHOLD,CA,0.75,-0.5,6.97,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,6.97,0.0
FOODS_1_042,0.98,2,FOODS_1,FOODS,CA,11.75,-5.3,0.9799999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_041,2.24,1,FOODS_1,FOODS,CA,3.0,-1.8,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_040,1.78,8,FOODS_1,FOODS,CA,9.0,-1.0,1.78,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_039,2.48,1,FOODS_1,FOODS,CA,2.25,-0.7,2.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.48,0.0
FOODS_1_038,9.94,1,FOODS_1,FOODS,CA,2.0,-0.4,9.94,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,9.94,0.0
FOODS_1_037,3.48,0,FOODS_1,FOODS,CA,3.0,-0.6,3.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_036,1.78,3,FOODS_1,FOODS,CA,7.5,-2.4,1.78,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_035,2.68,0,FOODS_1,FOODS,CA,5.25,-1.3,2.68,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_034,5.14,0,FOODS_1,FOODS,CA,2.5,-0.4,5.14,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.14,0.0
FOODS_1_033,5.64,0,FOODS_1,FOODS,CA,1.0,-0.2,5.64,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_032,0.98,19,FOODS_1,FOODS,CA,42.25,-13.5,0.9799999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_031,3.54,0,FOODS_1,FOODS,CA,4.5,-1.8,3.54,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_030,3.48,1,FOODS_1,FOODS,CA,3.25,-1.3,3.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_029,4.27,0,FOODS_1,FOODS,CA,0.5,0.0,4.27,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,4.27,0.0
FOODS_1_028,2.98,5,FOODS_1,FOODS,CA,2.75,2.1,2.98,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_027,1.96,2,FOODS_1,FOODS,CA,6.75,-0.9,1.9599999999999997,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_058,1.96,0,FOODS_1,FOODS,CA,0.0,0.0,1.9599999999999997,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_057,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_056,2.24,1,FOODS_1,FOODS,CA,0.25,0.3,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_055,4.38,1,FOODS_1,FOODS,CA,1.75,-0.3,4.38,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,4.38,0.0
FOODS_1_054,1.98,0,FOODS_1,FOODS,CA,7.5,-1.2,1.98,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_053,5.14,0,FOODS_1,FOODS,CA,4.0,-0.6,5.14,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.14,0.0
FOODS_1_052,0.98,0,FOODS_1,FOODS,CA,3.25,0.1,0.9799999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_051,3.87,3,FOODS_1,FOODS,CA,7.5,-2.0,3.87,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.87,0.0
FOODS_1_050,5.98,4,FOODS_1,FOODS,CA,4.25,0.3,5.9799999999999995,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.98,0.0
FOODS_1_049,2.24,1,FOODS_1,FOODS,CA,2.5,-1.2,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_048,5.98,1,FOODS_1,FOODS,CA,1.5,-0.2,5.9799999999999995,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.98,0.0
FOODS_1_047,3.54,4,FOODS_1,FOODS,CA,6.25,-0.1,3.54,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_046,0.98,13,FOODS_1,FOODS,CA,31.25,-10.9,0.9799999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_045,1.78,4,FOODS_1,FOODS,CA,2.75,1.9,1.78,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_044,2.98,1,FOODS_1,FOODS,CA,1.75,0.9,2.98,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_043,1.96,0,FOODS_1,FOODS,CA,0.0,0.0,1.9599999999999997,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_074,2.24,2,FOODS_1,FOODS,CA,3.75,-0.5,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_073,2.12,1,FOODS_1,FOODS,CA,2.75,-0.7,2.12,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.12,0.0
FOODS_1_072,5.28,1,FOODS_1,FOODS,CA,4.75,-1.7,5.28,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_071,2.0,1,FOODS_1,FOODS,CA,5.5,-2.2,2.0,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_070,0.98,1,FOODS_1,FOODS,CA,5.0,-0.4,0.9799999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_069,2.68,4,FOODS_1,FOODS,CA,12.25,-4.7,2.68,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_068,3.58,2,FOODS_1,FOODS,CA,3.5,-1.0,3.5800000000000005,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.58,0.0
FOODS_1_067,2.0,0,FOODS_1,FOODS,CA,9.75,-1.3,2.0,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_066,1.36,1,FOODS_1,FOODS,CA,3.25,-1.5,1.36,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.36,0.0
FOODS_1_065,3.54,5,FOODS_1,FOODS,CA,4.25,1.1,3.54,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_064,2.68,1,FOODS_1,FOODS,CA,4.5,-1.2,2.68,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_063,2.48,2,FOODS_1,FOODS,CA,6.0,-1.6,2.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.48,0.0
FOODS_1_062,4.27,3,FOODS_1,FOODS,CA,3.5,-0.6,4.27,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,4.27,0.0
FOODS_1_061,2.24,6,FOODS_1,FOODS,CA,8.5,-1.6,2.24,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_060,1.68,1,FOODS_1,FOODS,CA,1.5,-0.4,1.68,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.68,0.0
FOODS_1_059,4.89,2,FOODS_1,FOODS,CA,11.75,-1.3,4.89,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,4.89,0.0
FOODS_1_090,3.54,4,FOODS_1,FOODS,CA,5.5,-1.2,3.54,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_089,3.48,1,FOODS_1,FOODS,CA,3.5,-1.4,3.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_088,5.28,3,FOODS_1,FOODS,CA,4.0,-0.8,5.28,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_087,5.64,3,FOODS_1,FOODS,CA,11.5,-3.4,5.64,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_086,1.83,3,FOODS_1,FOODS,CA,14.5,-7.8,1.83,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,1.83,0.0
FOODS_1_085,0.98,21,FOODS_1,FOODS,CA,35.75,-15.1,0.9799999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_084,4.58,0,FOODS_1,FOODS,CA,0.75,0.1,4.58,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,4.58,0.0
FOODS_1_083,2.0,1,FOODS_1,FOODS,CA,5.75,-1.7,2.0,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_082,0.98,12,FOODS_1,FOODS,CA,39.75,-13.1,0.9799999999999999,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_081,5.64,4,FOODS_1,FOODS,CA,5.5,-2.0,5.64,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_080,7.58,3,FOODS_1,FOODS,CA,3.75,-0.5,7.58,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,7.58,0.0
FOODS_1_079,4.58,0,FOODS_1,FOODS,CA,0.75,-0.1,4.58,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,4.58,0.0
FOODS_1_078,3.48,2,FOODS_1,FOODS,CA,1.5,-0.2,3.48,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_077,3.28,0,FOODS_1,FOODS,CA,0.0,0.0,3.28,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.28,0.0
FOODS_1_076,5.14,1,FOODS_1,FOODS,CA,5.5,-1.8,5.14,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,5.14,0.0
FOODS_1_075,3.54,1,FOODS_1,FOODS,CA,1.75,-0.3,3.54,CA_4,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
